#id,gabe_ra,gabe_dec,m_F140W,m_F160W,z_p,z_spec,STELLARITY,in_obs_region_1,in_obs_region_2,in_obs_region_3,NRS_F110W,NRS_F140X,NRS_CLEAR,REFERENCE,WEIGHT,comment
16274,150.0745943627806,2.348461889584704,18.568942145820944,18.487785909100033,0.227,-99.0,0.03,False,True,True,18.75480461120605,18.67622184753418,18.808046340942383,0,50,QU:
19734,150.06864727047045,2.380831227359457,23.66350707363521,23.54009124552629,0.138,-99.0,0.08,False,True,True,23.68181800842285,23.66755485534668,23.929718017578125,0,50,QU:
19678,150.0514651832395,2.3806734907821117,,,0.335,-99.0,,False,False,True,20.94457626342773,20.80925750732422,20.82056427001953,0,50,QU:
16981,150.09352364211819,2.360591870449483,18.33099876361915,18.229744815308774,0.227,0.222,0.03,False,True,True,18.537389755249023,18.449920654296875,18.567798614501957,0,50,QU:
20354,150.11034802720985,2.3736040846756574,23.710427942380477,23.265414523514163,2.343,-99.0,0.48,False,True,True,24.998350143432617,23.79380798339844,22.46347045898437,0,50,QU:
16962,150.07076779866824,2.356921012543243,21.46042233197284,21.319103676576116,1.58,-99.0,0.15,False,True,True,21.89191246032715,21.66206741333008,21.036785125732425,0,50,QU:
16952,150.09627368545927,2.35682192673563,20.250677128084575,20.066130943315276,0.52,0.53,0.03,False,True,True,20.54874038696289,20.336206436157227,20.21267890930176,0,50,QU:
16956,150.07939113810826,2.358103869948019,20.56123237603611,20.338431620016557,1.541,-99.0,0.08,False,True,True,21.14339256286621,20.71967315673828,19.900293350219727,0,50,QU:
20281,150.05510445963714,2.376112072525284,,,0.099,-99.0,,False,True,True,24.6025333404541,24.589527130126957,24.868328094482425,0,50,QU:
16179,150.1219198128756,2.349037879614027,19.2730220415431,19.196071234319163,0.233,0.224,0.03,False,True,True,19.460712432861328,19.379627227783203,19.501314163208008,0,50,QU:
19708,150.0580467817268,2.380419674189015,,17.690054305654844,0.362,-99.0,0.03,False,True,True,18.04450035095215,17.91754913330078,17.94679832458496,0,50,QU:
20249,150.05371766328742,2.3742432713594144,,24.818245060722887,0.245,-99.0,0.03,False,True,True,24.970685958862305,24.92392921447754,25.107561111450195,0,50,QU:
16174,150.1145514669268,2.35007999378921,21.303201476039348,21.227901655061064,0.233,-99.0,0.03,False,True,True,21.434978485107425,21.371997833251957,21.526138305664062,0,50,QU:
15665,150.08754038658586,2.3463139051923916,25.729530081378837,25.810430461393604,1.893,-99.0,0.8,False,True,True,26.5770206451416,26.29536437988281,26.048742294311523,1,50,QU:
20485,150.05217930113145,2.3716385533817363,,23.67150390656751,0.309,-99.0,0.02,False,True,True,23.85087013244629,23.799880981445312,23.969974517822266,0,50,QU:
20263,150.08915203594833,2.377812829552237,,25.58032451542895,0.005,-99.0,0.02,False,True,True,-99.0,-99.0,-99.0,0,50,QU:
20361,150.05429333248648,2.3737422869202707,,23.397185148826242,0.397,-99.0,0.03,False,True,True,23.588497161865234,23.5441951751709,23.73913955688477,0,50,QU:
17001,150.08153155443335,2.357331960763293,21.77498585642021,21.573587754058643,1.516,-99.0,0.23,False,True,True,22.29138946533203,21.943960189819336,21.203813552856445,0,50,QU:
16999,150.09304057676923,2.357622627245231,21.527443806123674,21.488924971662094,0.227,-99.0,0.03,False,True,True,21.67040252685547,21.62307357788086,21.80963897705078,0,50,QU:
16143,150.06652463211148,2.35067746398928,24.697455327395257,24.598783652975236,0.536,-99.0,0.06,False,True,True,24.723997116088867,24.686901092529297,24.8938045501709,0,50,QU:
20282,150.11236895617537,2.375241974934601,23.616266393350294,23.299310827166682,2.327,-99.0,0.4,False,True,True,24.60906791687012,23.7979679107666,22.76481437683105,0,50,QU:
16765,150.11379048695773,2.3607100224093833,16.8848435241288,16.76420375793994,0.227,-99.0,0.03,False,True,True,17.140277862548828,17.008075714111328,17.051029205322266,0,50,QU:
16452,150.08122677543872,2.3535942040261038,23.45257730105716,23.305433046334223,1.554,-99.0,0.29,False,True,True,23.878402709960938,23.660341262817383,23.123735427856445,0,50,QU:
17164,150.07066371410122,2.3604138196333393,23.4580762618192,23.335665354298534,0.227,-99.0,0.03,False,True,True,23.489479064941406,23.440645217895508,23.620460510253903,0,50,QU:
20419,150.10330174543319,2.372172510233179,22.032425632366937,21.95168717655016,0.349,-99.0,0.03,False,True,True,22.191041946411133,22.111122131347656,22.22364044189453,0,50,QU:
15905,150.11807824344197,2.3477961414474007,23.863646225318647,23.396875088372003,2.603,-99.0,0.95,False,True,True,24.99078750610352,23.94004821777344,22.8007869720459,1,50,QU:
20596,150.06859098827746,2.373101964220793,24.46234103043615,24.343498561960303,0.316,-99.0,0.09,False,True,True,24.57332801818848,24.51758575439453,24.678760528564453,0,50,QU:
20196,150.0624064476005,2.3779629282207186,,23.49142991633774,0.221,-99.0,0.44,False,True,True,23.67538833618164,23.63017845153809,23.82271957397461,0,50,QU:
16853,150.07228609141336,2.3577644844352657,24.33692919883216,24.215590237438033,1.541,-99.0,0.87,False,True,True,24.793344497680664,24.616819381713867,24.135887145996094,1,50,QU:
16347,150.09561106532485,2.350080196711354,21.576199679682478,21.282079795246723,1.822,-99.0,0.03,False,True,True,22.23831558227539,21.685375213623047,20.758373260498047,0,50,QU:
20307,150.10407932969227,2.37432857077116,23.375533885229004,23.347258031866087,0.221,-99.0,0.03,False,True,True,23.50138664245605,23.46588897705078,23.674484252929688,0,50,QU:
15548,150.07688860557727,2.344196315502458,23.80408526330627,23.63781229556434,1.922,-99.0,0.07,False,True,True,24.497827529907227,24.015914916992188,23.30969619750977,0,50,QU:
19654,150.0579978477464,2.3814305836078393,,21.892727544983675,0.303,-99.0,0.03,False,False,True,22.10805892944336,22.015047073364254,22.102310180664062,0,50,QU:
15489,150.05797777410953,2.343311729388451,,23.133712245340075,0.425,-99.0,0.03,False,False,True,23.340879440307617,23.26426124572754,23.382801055908203,0,50,QU:
17189,150.06285465852477,2.360883150258967,25.01537268257873,24.421109408027675,1.541,-99.0,0.31,False,True,True,25.09457397460937,24.886579513549805,24.339963912963867,0,50,QU:
17181,150.1130241694207,2.359893328323333,20.382196314513052,20.28283027516931,0.209,-99.0,0.99,False,True,True,20.54595947265625,20.46242904663086,20.58761978149414,1,50,QU:
20317,150.06262196815808,2.3740208238355023,24.617575411875006,24.55814446828681,0.425,-99.0,0.66,False,True,True,24.838851928710938,24.739450454711918,24.827407836914062,0,50,QU:
20188,150.096206590738,2.376963104756362,21.54443942724394,21.406067488258387,1.255,-99.0,0.26,False,True,True,21.845067977905277,21.68671989440918,21.257713317871094,0,50,QU:
16442,150.1181021242456,2.35246789122497,21.490119337473264,21.428921888360474,0.233,-99.0,0.03,False,True,True,21.62509155273437,21.57055282592773,21.741870880126957,0,50,QU:
17175,150.07944861790858,2.3597648695257205,22.347057030284823,22.179389660395625,1.567,-99.0,0.24,False,True,True,22.76798248291016,22.534595489501957,21.965002059936523,0,50,QU:
16397,150.1237666219102,2.352714934740201,22.021889604216558,21.964964527072684,0.233,-99.0,0.87,False,True,True,22.20343589782715,22.137279510498047,22.28863525390625,1,50,QU:
15443,150.06856393003739,2.3427144705655083,24.38786051396422,23.87143586879638,2.731,-99.0,0.07,False,True,True,25.328102111816406,24.13404655456543,22.687837600708008,0,50,QU:
17173,150.08559573582238,2.3641118652759627,17.92890454441793,17.80497300786687,0.335,0.34,0.03,False,True,True,18.17669105529785,18.04966354370117,18.06294250488281,0,50,QU:
15919,150.08244914334824,2.3481420200230048,23.614298136085033,23.426501489307718,1.712,-99.0,0.04,False,True,True,24.34894752502441,23.826215744018555,22.981937408447266,0,50,QU:
17172,150.09662305843318,2.3596840315121717,22.030239789067064,21.82199964436554,1.541,-99.0,0.86,False,True,True,22.44845390319824,22.18054580688477,21.546043395996094,0,50,QU:
15903,150.1207742444788,2.348442442806423,24.746732351909802,24.455632316843015,0.191,-99.0,0.0,False,True,True,24.714826583862305,24.66814994812012,24.873550415039062,0,50,QU:
17116,150.07226137469908,2.3662249520450134,16.924701891482037,16.82312827442813,0.215,0.218,0.03,False,True,True,17.14965057373047,17.048105239868164,17.143810272216797,0,50,QU:
16490,150.09656104661076,2.350864731587467,18.735873785934913,18.556376781374677,0.52,-99.0,0.03,False,True,True,19.02764129638672,18.8205509185791,18.69449615478516,0,50,QU:
20294,150.09024617657326,2.3719087847902496,18.075060213071275,17.978790608614155,0.227,0.222,0.03,False,True,True,18.27987670898437,18.18987464904785,18.30575942993164,0,50,QU:
15540,150.10983987460915,2.3445480221180404,24.429994175592515,24.247908270984524,0.221,-99.0,0.02,False,True,True,24.448877334594727,24.414306640625,24.62518119812012,0,50,QU:
20489,150.11023778159188,2.374124762793851,23.408890593574803,22.88496950565719,2.229,-99.0,0.04,False,True,True,24.566028594970703,23.421476364135746,22.194602966308597,0,50,QU:
16015,150.11098370619425,2.349170147460228,23.503975878928095,23.445911827005904,0.209,-99.0,0.01,False,True,True,23.563617706298828,23.52705192565918,23.73087882995605,0,50,QU:
15546,150.10230704720232,2.3441746516608037,23.239366251580734,23.09609370803089,0.209,-99.0,0.53,False,True,True,23.24727249145508,23.203752517700195,23.399477005004883,0,50,QU:
16475,150.1123800261904,2.354928151191769,17.8163104904132,17.72125371007528,0.227,0.22,0.03,False,True,True,17.99979591369629,17.911603927612305,18.02384376525879,0,50,QU:
16481,150.0864291477606,2.3545051417567717,25.794255901182833,25.675288734868584,1.03,-99.0,0.18,False,True,True,26.109357833862305,25.939817428588867,25.595165252685547,0,50,QU:
14265,150.06283104037536,2.3302080826778617,22.26926008719143,22.163083479907286,1.836,-99.0,0.03,False,False,True,22.487260818481445,22.366443634033203,22.087900161743164,0,1,
14253,150.07215626630207,2.331379998411525,25.301931904959975,25.031128151737956,1.951,-99.0,0.89,False,True,True,25.82900047302246,25.592849731445312,25.393142700195312,0,1,
14255,150.05563230847648,2.3312357739639085,,25.510440677170838,0.847,-99.0,0.0,False,False,True,25.714618682861328,25.66963577270508,25.480255126953125,0,1,
14272,150.05963512540785,2.330982772761931,,24.4877881176893,0.567,-99.0,0.02,False,False,True,24.67214775085449,24.619386672973636,24.699840545654297,0,1,
14413,150.06738978264582,2.332969731145809,25.393247610212356,25.159443481760157,0.498,-99.0,0.0,False,True,True,25.605567932128903,25.41684341430664,25.18330192565918,0,1,
14436,150.06795345577197,2.33221422325268,22.923517102121494,22.919845963523183,0.383,-99.0,0.69,False,True,True,23.099872589111328,23.0245418548584,23.144445419311523,0,1,
14417,150.05852346360294,2.33213253450795,,24.080646044562283,0.63,-99.0,0.0,False,False,True,24.253740310668945,24.220109939575195,24.28433609008789,0,1,
14411,150.05766718900193,2.33159800179281,,22.410685404833327,0.356,-99.0,0.03,False,False,True,22.6462459564209,22.55685043334961,22.65110206604004,0,1,
19441,150.11106790813972,2.384214848429102,23.71066632559353,24.497149260793755,1.766,-99.0,0.03,False,True,True,24.103206634521484,24.0090274810791,24.216724395751957,0,1,
14406,150.0647923076784,2.333110945272231,25.122303708574545,24.871269738887175,1.232,-99.0,0.26,False,False,True,25.337860107421875,25.34035873413086,25.237628936767575,0,1,
19447,150.07451656396327,2.3817249828813862,26.24076837646395,25.643882422532123,0.191,-99.0,0.21,False,True,True,26.204986572265625,26.082542419433597,26.13512420654297,0,1,
14323,150.06533090460465,2.330715999386322,21.80822524607401,21.732281940856502,0.498,-99.0,0.03,False,False,True,22.04735565185547,21.90315055847168,21.82889747619629,0,1,
19448,150.0573974999149,2.3785649581091355,,21.563335306992595,0.63,-99.0,0.03,False,True,True,21.76289367675781,21.667898178100582,21.64148330688477,0,1,
14313,150.0583224132522,2.330731275191563,,22.267339260209443,1.725,-99.0,0.03,False,False,True,22.684127807617188,22.559650421142575,21.942813873291016,0,1,
14293,150.05394871981204,2.3312946517231716,,25.003624802865666,0.731,-99.0,0.0,False,False,True,25.21659469604492,25.202083587646484,25.30147361755371,0,1,
14349,150.05876729950168,2.3314334067925278,,24.19647518486936,0.68,-99.0,0.26,False,False,True,24.470951080322266,24.36806869506836,24.279977798461918,0,1,
13884,150.05541663227285,2.325994289262577,,22.778847801245725,0.63,-99.0,0.03,False,False,True,23.018495559692383,22.919282913208008,22.91671371459961,0,1,
19498,150.0943597978189,2.3829615553348567,21.173457155898102,21.07644817176522,0.227,-99.0,0.33,False,True,True,21.38633728027344,21.281944274902344,21.366941452026367,0,1,
14041,150.0569567566014,2.328715497863103,,24.728680459436315,0.63,-99.0,0.01,False,False,True,25.1671142578125,25.08197784423828,25.087669372558597,0,1,
14013,150.06522733602688,2.3280575035810047,23.979026929032795,23.855825014801418,0.376,-99.0,0.03,False,False,True,23.956470489501957,23.89975929260254,24.04717063903809,0,1,
14056,150.0582344571114,2.3289515889859675,,25.33208728660902,1.188,-99.0,0.0,False,False,True,25.794795989990234,25.64531898498535,25.260194778442383,0,1,
13929,150.05511463593027,2.326375320141397,,22.49175805221172,0.598,-99.0,0.03,False,False,True,22.863250732421875,22.68505477905273,22.52352333068848,0,1,
13953,150.05541701979996,2.327628201432679,,24.280215882309914,0.476,-99.0,0.02,False,False,True,24.46627426147461,24.42940902709961,24.55733871459961,0,1,
13950,150.05831528876357,2.3260313166493685,,21.903743122986537,0.614,-99.0,0.83,False,False,True,22.034915924072266,21.994617462158203,22.024377822875977,0,1,
19490,150.07637753885945,2.383213506446225,24.392218768029586,24.29044143704694,1.836,-99.0,0.03,False,True,True,24.836862564086918,24.588850021362305,24.25628471374512,0,1,
19340,150.08659490892396,2.3779125197737425,25.347601620569236,25.11768608113325,0.203,-99.0,0.01,False,True,True,25.274452209472656,25.25618553161621,25.488075256347656,0,1,
19495,150.07570652326024,2.3829528330582685,24.125970947297443,24.168257650761934,1.323,-99.0,0.03,False,True,True,24.170944213867188,24.272090911865234,24.30874252319336,0,1,
13918,150.0596391679517,2.326320682673533,,22.402833890096986,0.748,-99.0,0.26,False,False,True,22.582365036010746,22.50691032409668,22.457740783691406,0,1,
14077,150.06255028810205,2.3282933764833547,23.93072090756553,23.769961387104537,1.937,-99.0,0.0,False,False,True,24.41008758544922,24.092533111572266,23.34141731262207,0,1,
14173,150.05736344547032,2.326933828937653,,19.32518493016511,0.59,0.601,0.03,False,False,True,19.890342712402344,19.621170043945312,19.351762771606445,0,1,
14181,150.0677448740845,2.329994877082126,24.6890573801978,24.32282563992153,0.446,-99.0,0.03,False,True,True,24.63502311706543,24.52343368530273,24.582454681396484,0,1,
14167,150.0640539839861,2.3304006774463026,25.374884652213197,25.485189819969722,0.63,-99.0,0.3,False,False,True,25.67566680908203,25.58700180053711,25.619354248046875,0,1,
14192,150.0570557178414,2.3306527211486396,,25.438567698712486,0.951,-99.0,0.5,False,False,True,25.65013694763184,25.683673858642575,25.70384788513184,0,1,
14197,150.07245865979831,2.3306406635354793,26.310829291662746,25.846365157621214,0.614,-99.0,0.81,False,True,True,25.89109992980957,25.596635818481445,25.330646514892575,1,1,
19468,150.06098567478926,2.3840683299503986,24.086298757523867,24.255806590894036,1.58,-99.0,0.01,False,False,True,24.2761173248291,24.324636459350582,24.315465927124023,0,1,
14097,150.06328150008883,2.327392073279551,22.353138012507944,22.25333012815469,0.483,-99.0,0.03,False,False,True,22.442720413208008,22.37877655029297,22.46027183532715,0,1,
16748,150.06463517648223,2.357265741807365,25.40434637079112,25.427022091582018,0.622,-99.0,0.0,False,True,True,25.52369880676269,25.3747501373291,25.39436912536621,0,1,
16684,150.0937605766591,2.3566510044428943,24.74287852142622,24.804401865475835,1.996,-99.0,0.0,False,True,True,25.37700653076172,25.246618270874023,25.154191970825195,0,1,
16691,150.08918405888272,2.3563899540097633,24.86074208469617,25.076827241340105,0.912,-99.0,0.0,False,True,True,24.98124885559082,24.935447692871094,24.855392456054688,0,1,
16693,150.08470489296823,2.355346579882025,22.427108940306802,22.31814404363935,1.491,-99.0,0.03,False,True,True,22.626310348510746,22.571853637695312,22.251483917236328,0,1,
16697,150.04593724154125,2.356563755306864,,,1.752,-99.0,,False,False,True,24.955263137817383,24.7246150970459,24.466264724731445,0,1,
16705,150.07064195858467,2.355438358302381,22.23888465449467,22.073539045152017,1.504,-99.0,0.03,False,True,True,22.5238094329834,22.376605987548828,21.91144371032715,0,1,
16716,150.09096253432136,2.3562979412357072,24.22355345506956,24.03330233306188,0.411,-99.0,0.06,False,True,True,24.304786682128903,24.218997955322266,24.32821083068848,0,1,
16516,150.11690050601734,2.353964486726956,24.151376365789684,24.010662115000276,0.838,-99.0,0.09,False,True,True,24.171592712402344,24.05805206298828,23.835140228271484,0,1,
16773,150.06489584922014,2.3573097815222415,25.110552198768563,24.89127010634314,0.688,-99.0,0.36,False,True,True,25.29787254333496,25.11661148071289,24.928449630737305,0,1,
16777,150.0930350315415,2.3567779752295457,24.418094019989574,24.481217026014775,0.932,-99.0,0.12,False,True,True,24.614072799682617,24.621559143066406,24.594707489013672,0,1,
16780,150.0476847205532,2.357033315441159,,,0.922,-99.0,,False,False,True,24.268526077270508,24.20711708068848,24.10072135925293,0,1,
16785,150.0458074332058,2.356923907875121,,,1.103,-99.0,,False,False,True,23.45483016967773,23.56121635437012,23.59809112548828,0,1,
16790,150.1230054669765,2.356731845099585,23.105159292613116,23.101597283227463,1.02,-99.0,0.03,False,True,True,23.32835578918457,23.23036766052246,23.00741577148437,0,1,
16792,150.0910734769301,2.357161000753339,24.06484843257037,24.09102175322471,1.103,-99.0,0.03,False,True,True,24.17943954467773,24.14595603942871,24.060867309570312,0,1,
16795,150.0958417797338,2.3559939455899905,22.514623011835827,22.368765333748684,0.731,-99.0,0.88,False,True,True,22.576557159423828,22.514328002929688,22.45838165283203,0,1,
16680,150.065361864805,2.355321898665002,22.634799489525943,22.54138874041321,1.766,-99.0,0.09,False,True,True,22.978281021118164,22.800153732299805,22.25940704345703,0,1,
16678,150.0719437338037,2.3538002507466773,20.121498333384544,20.074918915859943,0.221,-99.0,0.03,False,True,True,20.23717498779297,20.18051147460937,20.3403434753418,0,1,
16673,150.12256484218523,2.355705033914781,23.122102591595624,23.09168275996941,1.02,-99.0,0.03,False,True,True,23.299955368041992,23.20976829528809,23.009410858154297,0,1,
16527,150.08454535765378,2.3549469809061434,25.158125183998646,24.785917436204766,1.554,-99.0,0.4,False,True,True,25.23984718322754,25.133907318115234,24.403268814086918,0,1,
16546,150.11797768368706,2.3548148388608774,24.235407520841033,24.213209986677263,1.996,-99.0,0.03,False,True,True,24.63714408874512,24.450912475585938,24.07801055908203,0,1,
16555,150.0920856755491,2.355108130538933,25.021214918326002,24.72558974202283,0.397,-99.0,0.01,False,True,True,24.79486846923828,24.755525588989254,24.945566177368164,0,1,
16578,150.0700206908686,2.3551045039739686,24.345980530805523,24.045791162572723,1.836,-99.0,0.03,False,True,True,24.59677124023437,24.406503677368164,24.076465606689453,0,1,
16596,150.08967272110607,2.3550669925750736,24.250251601134188,24.14066636365538,0.714,-99.0,0.22,False,True,True,24.364971160888672,24.33535385131836,24.409330368041992,0,1,
16597,150.09470589385876,2.353811715265748,21.214766753196287,21.123084249417964,0.264,0.266,0.03,False,True,True,21.34625625610352,21.254209518432617,21.3232479095459,0,1,
16614,150.12412112020144,2.3550444752217934,22.976284209919054,22.822786644201802,1.879,-99.0,0.0,False,True,True,23.35284996032715,23.1248779296875,22.63336753845215,0,1,
16628,150.07904274364762,2.355938638390764,26.646067495305388,26.27582786695642,1.382,-99.0,0.01,False,True,True,25.855239868164062,25.77815818786621,25.06036376953125,0,1,
16645,150.11096195247896,2.355546289710018,22.803073832416246,22.606713434351853,0.63,-99.0,,False,True,True,22.81601333618164,22.727340698242188,22.641881942749023,0,1,
16649,150.11405493597266,2.3538554009499584,20.744404160381286,20.524339882263792,1.02,-99.0,,False,True,True,21.15587615966797,20.746814727783203,19.887882232666016,0,1,
16663,150.1112452016629,2.3539468519252926,21.308993432633024,21.201752729371783,1.479,-99.0,,False,True,True,21.449445724487305,21.437917709350582,21.29267883300781,0,1,
16802,150.07449798381526,2.357076082210478,24.63210821304241,24.319426801671916,1.794,-99.0,0.69,False,True,True,24.65460968017578,24.52799797058105,24.341901779174805,0,1,
16924,150.11001183779646,2.3580111729110422,22.820284287437172,22.58886769672329,1.442,-99.0,0.03,False,True,True,22.98019218444824,22.919960021972656,22.466716766357425,0,1,
16944,150.09540958549104,2.3586744173466383,24.706167201260058,24.670881172944775,1.592,-99.0,0.02,False,True,True,24.8073673248291,24.74651336669922,24.3874626159668,0,1,
16961,150.0910261811246,2.358965114941325,25.17989288859659,25.056567929958966,1.21,-99.0,0.03,False,True,True,25.20379638671875,25.24183654785156,25.160253524780277,0,1,
16964,150.12060851174118,2.3587079916660936,23.87098287727508,23.79479645742404,0.099,-99.0,0.04,False,True,True,24.041723251342773,23.99172592163086,24.165428161621094,0,1,
16965,150.0755089143591,2.3591410446926275,25.320099102900848,24.984016757050387,1.243,-99.0,0.33,False,True,True,25.405088424682617,25.315126419067383,24.91258811950684,0,1,
16973,150.07137073335429,2.358756431979966,24.016123408944377,23.829072587892764,1.323,-99.0,0.03,False,True,True,24.073467254638672,24.071983337402344,23.91302490234375,0,1,
16978,150.09323649139392,2.3588660035823863,25.0960367798968,24.771228290485734,1.618,-99.0,0.59,False,True,True,24.962926864624023,24.943336486816406,24.61802291870117,0,1,
16979,150.0848901582548,2.359493328461257,25.839328443309256,25.231575070429273,0.912,-99.0,0.16,False,True,True,25.515501022338867,25.32647132873535,25.058013916015625,0,1,
16988,150.12366261892754,2.3582517986374,19.440598394175666,19.29936241758393,0.828,-99.0,0.03,False,True,True,19.715232849121094,19.491783142089844,19.02919006347656,0,1,
16992,150.11776699350875,2.3591241392120628,24.489442211627864,24.473060366157835,0.951,-99.0,0.11,False,True,True,24.43419647216797,24.43753242492676,24.36900329589844,0,1,
17003,150.08904917056583,2.3591552489936487,24.92627676408445,24.724578304271066,0.411,-99.0,0.01,False,True,True,24.99776268005371,24.915912628173828,25.03175544738769,0,1,
17033,150.08803787166818,2.359644629689575,25.62022098928987,25.472579889722795,1.454,-99.0,0.79,False,True,True,25.64435195922852,25.833892822265625,25.92194175720215,0,1,
17035,150.12276739605184,2.359678356119129,24.887044740808978,25.06638252759854,0.418,-99.0,0.03,False,True,True,25.266292572021484,25.195728302001957,25.338991165161133,0,1,
17049,150.0860405236022,2.3598342526652227,25.50152110293608,25.144567986241906,0.418,-99.0,0.01,False,True,True,25.542808532714844,25.476327896118164,25.619760513305664,0,1,
17051,150.08621570767397,2.35946545019834,25.029716783465148,24.86013103165275,0.404,-99.0,0.81,False,True,True,25.12396812438965,24.944002151489254,24.852033615112305,1,1,
16931,150.09481651688787,2.357847481619555,23.18601306088194,23.08796307336547,1.312,-99.0,0.03,False,True,True,23.328020095825195,23.31689071655273,23.13338851928711,0,1,
16808,150.07306974633423,2.357012869733808,23.586632131461776,23.67899712116398,1.766,-99.0,0.13,False,True,True,23.93382835388184,23.83165740966797,23.6296501159668,0,1,
16917,150.08760206443898,2.357157181792765,23.236957703429013,23.260536496803176,0.99,-99.0,0.03,False,True,True,23.496261596679688,23.385103225708008,22.99148368835449,0,1,
16820,150.08604184764036,2.356762326028924,21.32513216587056,21.10797478175727,1.188,-99.0,0.03,False,True,True,21.698162078857425,21.398662567138672,20.62743377685547,0,1,
16831,150.12642284927497,2.357052734254666,23.268151416227283,23.414106640023242,0.847,-99.0,0.03,False,True,True,23.458683013916016,23.43430519104004,23.444936752319336,0,1,
16832,150.0787660325394,2.357344649126959,24.830946791756563,24.509324584905393,1.78,-99.0,0.76,False,True,True,25.316329956054688,24.859569549560547,23.79651641845703,1,1,
16839,150.0918161215101,2.356795679130194,23.534868635407346,23.137166573700064,1.766,-99.0,0.03,False,True,True,24.273441314697266,23.58722496032715,22.223337173461918,0,1,
16840,150.1106531267263,2.3579663714794994,25.765106944537404,25.619513826998716,1.951,-99.0,0.01,False,True,True,26.73551177978516,26.13536834716797,24.75218772888184,0,1,
16844,150.08280850934761,2.3577821793635487,25.00847677529627,24.596797163371136,1.358,-99.0,0.03,False,True,True,24.85704231262207,24.838159561157227,24.530445098876957,0,1,
16845,150.1252664683622,2.357084017652075,23.200642478815105,23.067333972247148,1.794,-99.0,0.03,False,True,True,23.49578285217285,23.31124687194824,22.772539138793945,0,1,
16856,150.07825283885538,2.3572135587531187,24.135713105043045,23.94984232408448,1.504,-99.0,0.03,False,True,True,24.45091438293457,24.24887084960937,23.546056747436523,0,1,
16864,150.09702041557202,2.356961502673277,22.907195750751725,22.779330769375196,0.68,-99.0,0.03,False,True,True,23.08604621887207,22.96125602722168,22.80915641784668,0,1,
16865,150.08970329500588,2.3581078714855064,24.19652698427228,24.314339750477707,0.173,-99.0,0.25,False,True,True,24.38973045349121,24.35352897644043,24.54018783569336,0,1,
16870,150.10168058849936,2.3581010190789873,24.518177252529668,24.504753144385422,1.996,-99.0,0.02,False,True,True,24.87662124633789,24.738086700439453,24.357227325439453,0,1,
16875,150.07269359203866,2.358082429978785,24.22135177916675,24.277812635411802,1.864,-99.0,0.76,False,True,True,24.36167335510254,24.308927536010746,24.29793930053711,0,1,
16881,150.11684823846022,2.3565738459563694,23.348407770695577,23.454526624358564,1.113,-99.0,0.1,False,True,True,23.66740608215332,23.440689086914062,22.84566116333008,0,1,
16895,150.06658078980428,2.3573580395799376,21.866134055237477,21.71532667852581,0.663,-99.0,0.03,False,True,True,22.034671783447266,21.875207901000977,21.666339874267575,0,1,
16897,150.1200917391834,2.3573912342882344,22.406294311746755,22.255364972242923,0.697,-99.0,0.44,False,True,True,22.69403076171875,22.482765197753903,22.232091903686523,0,1,
16899,150.0517394341216,2.3560847411109482,,,0.748,-99.0,,False,False,True,20.126983642578125,19.876792907714844,19.54261779785156,0,1,
16906,150.09043572774442,2.3576389841626977,22.70626510944901,22.590811343208557,1.243,-99.0,0.03,False,True,True,22.87312126159668,22.81891250610352,22.63218879699707,0,1,
16909,150.0843161330145,2.3564893081749276,24.1706575935572,23.87699847814658,0.528,-99.0,0.2,False,True,True,24.257354736328125,24.10558319091797,23.915565490722656,0,1,
16912,150.09958294984213,2.358530571368176,24.56456690277413,24.792426579795194,0.046,-99.0,0.0,False,True,True,24.924636840820312,24.88070106506348,25.15504264831543,0,1,
16517,150.12756849630102,2.353577295656112,22.579834501135707,22.63197954217876,0.932,-99.0,0.02,False,True,True,22.694725036621094,22.67670249938965,22.66632461547852,0,1,
15994,150.06748800459084,2.349676156703296,25.905028046858664,25.819288819848644,0.342,-99.0,0.18,False,True,True,25.9049129486084,25.79720115661621,25.845844268798828,0,1,
16200,150.0625778625775,2.3507735110329855,23.551444259442572,23.565353315593406,1.937,-99.0,0.72,False,True,True,23.918365478515625,23.812599182128903,23.64064598083496,0,1,
16140,150.06386754920516,2.350888681073639,24.183218419297017,24.356667696746268,0.838,-99.0,0.03,False,True,True,24.48511505126953,24.46387481689453,24.50293731689453,0,1,
16146,150.056231199412,2.3509101063050624,,24.565170503687177,0.961,-99.0,0.02,False,False,True,24.44464683532715,24.463912963867188,24.377273559570312,0,1,
16147,150.09175802593163,2.3501979961950443,22.307689253346155,22.207999304080108,0.536,-99.0,0.03,False,True,True,22.439796447753903,22.35934257507324,22.364620208740234,0,1,
16171,150.11770102984332,2.35171525309917,25.905707939615056,25.5240407595665,0.614,-99.0,0.96,False,True,True,25.925861358642575,25.784666061401367,25.65006828308105,1,1,
16177,150.1284037884538,2.3515170015124958,24.81097750242445,24.797721614650523,0.362,-99.0,0.26,False,True,True,24.902347564697266,24.833309173583984,24.95351219177246,0,1,
16180,150.06610421134985,2.3505551956176673,23.90018478185493,23.745869816094373,0.757,-99.0,0.02,False,True,True,23.850372314453125,23.81537437438965,23.85159492492676,0,1,
16199,150.09367209772992,2.3509862697626684,23.392064390074736,23.259454246665783,0.362,-99.0,0.02,False,True,True,23.42925262451172,23.34894752502441,23.4588565826416,0,1,
